name,primary_muscle,equipment,experience_level,overview,instructions,tips,video_front,video_side,source_url
Kettlebell Single Arm Snatch,"Glutes, Shoulders, Front Shoulders",Kettlebells,Intermediate,"Stand with feet shoulder-width apart, kettlebell between legs. | Squat, grip kettlebell, explode hips, and lift kettlebell overhead. | Lower kettlebell safely to start position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-snatch-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-snatch-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebells-single-arm-snatch
Kettlebell Single Arm Swing,"Lower back, Glutes, Hamstrings",Kettlebells,Beginner,"Stand with feet shoulder-width apart, kettlebell between legs, grip with one hand, hinge at hips. | Swing kettlebell forcefully forward, using hip thrust, arm straight. | Swing kettlebell back between legs, repeat for desired reps.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-swing-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-swing-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-single-arm-swing
Kettlebell Staggered Deadlift,"Lower back, Glutes, Hamstrings",Kettlebells,Intermediate,"Begin with feet hip-width apart, one foot forward, kettlebell between feet. | Hinge at hips, grip kettlebell, and stand tall. | Lower kettlebell with control, then repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-staggered-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-staggered-deadlift-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-staggered-deadlift
Kettlebell Staggered Swing,"Lower back, Glutes, Hamstrings",Kettlebells,Intermediate,"Lower kettlebell with control, then repeat. | Explosively thrust hips forward, swing kettlebell to chest height. | Repeat for desired reps, keeping core engaged and maintaining a staggered stance for balance.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-staggered-swing-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-staggered-swing-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebells-staggered-swing
Kettlebell Sumo Deadlift,"Lower back, Glutes, Quads",Kettlebells,Beginner,"Stand with feet wide apart, toes pointing slightly outward, and kettlebell on the floor between your feet. | Bend at hips and knees, keeping back straight, and grip the kettlebell handle. | Lift the kettlebell by extending hips and knees, stand up straight, and return to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-sumo-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-sumo-deadlift-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-sumo-deadlift
Swing To Upright Row,"Lower back, Glutes, Hamstrings, Shoulders, Traps, Front Shoulders",Kettlebells,Intermediate,"Start with a kettlebell between your legs, hinge at hips, swing it upward. | Lift kettlebell to chest level, elbows high, engaging shoulders. | Lower kettlebell back down, maintaining control. Repeat for desired reps.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-swing-to-upright-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-swing-to-upright-row-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/swing-to-upright-row
Kettlebell Upright Row,"Shoulders, Traps, Front Shoulders",Kettlebells,Beginner,"Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs. | Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight. | Lift the kettlebell upwards towards your chest and lower - repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-upright-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-upright-row-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-upright-row
Kettlebell High Incline Bench Press,"Triceps, Chest, Front Shoulders",Kettlebells,Beginner,Position the bench between 45 and 60 degrees. | Lay flat on the bench with your feet on the ground. | Lower the kettlebells to your mid chest | Raise the kettlebells (slowly and controlled) until you've locked your elbows.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-high-incline-bench-press-front_SC0RUFk.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-high-incline-bench-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/anterior-deltoid/kettlebell-high-incline-bench-press
Kettlebell Incline Bench Press,"Triceps, Chest, Front Shoulders",Kettlebells,Beginner,Position the bench between 30 and 45 degrees. | Lay flat on the bench with your feet on the ground. | Lower the kettlebells to your mid chest | Raise the kettlebells (slowly and controlled) until you've locked your elbows.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-incline-bench-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-incline-bench-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/anterior-deltoid/kettlebell-incline-bench-press
Kettlebell Seated Overhead Press,"Shoulders, Triceps, Front Shoulders",Kettlebells,Beginner,There should be a straight line from your elbow to fist (vertical forearms). | Sit tall and try not to arch your spine as you're pressing. | Press until your elbows are extended and push your head forward slightly.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-seated-overhead-press-front_gleS9AJ.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-seated-overhead-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-seated-overhead-press
Kettlebell Step Up Double,"Glutes, Quads",Kettlebells,Beginner,"Standing up straight, using a bench as a step, raise one foot onto the bench and hold the kettlebell in the same arm as the straight leg. | Stand and bring both feet onto the bench. Slowly lower your leg back down to the starting position. | Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-step-up-double-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-step-up-double-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-step-up-double
Kettlebell Single Arm Front Rack Step Up,"Abdominals, Glutes, Quads",Kettlebells,Advanced,"Stand in front of a step or bench with your feet shoulder-width apart and hold a kettlebell at one shoulder. | Step up onto the bench with your right foot, pushing off your foot to raise your body up onto the bench.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-front-rack-step-up-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-front-rack-step-up-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-single-arm-front-rack-step-up
Kettlebell Front Rack Step Up,"Abdominals, Glutes, Quads",Kettlebells,Advanced,"Stand in front of a step or bench with your feet shoulder-width apart and hold kettlebells at your shoulders. | Step up onto the bench with your right foot, pushing off your foot to raise your body up onto the bench.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-step-up-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-step-up-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-front-rack-step-up
Kettlebell Single Arm Step Up Balance,"Glutes, Quads",Kettlebells,Intermediate,"Begin by standing in front of a sturdy box or bench that is about knee-height, holding a kettlebell in one hand | Place your right foot on the box and push through the heel to lift your body up and onto the box, keeping your left foot off the ground. | Step back down with your right foot, lowering your left foot to the ground.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-step-up-balance-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-step-up-balance-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-step-up-balance
Kettlebell Windmill Bottom Hand,"Abdominals, Obliques",Kettlebells,Intermediate,"Stand with feet slightly wider than shoulder width apart. Hold the kettlebell in your bottom hand and extend the other arm above your head. | Keeping your legs straight and the kettlebell inside your thigh, lower the kettlebell towards the ground, twisting your body towards the side of the raised arm. | Return to the starting position, tilt your pelvis forward and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-windmill-bottom-hand-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-windmill-bottom-hand-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-windmill-bottom-hand
Kettlebell Farmers March,"Forearms, Hands",Kettlebells,Intermediate,Stand tall holding two kettlebells in each hand. | March in place for the desired amount of reps or time.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-farmers-march-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-farmers-march-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/forearms/kettlebell-farmers-march
Kettlebell Single Arm Farmers March,"Forearms, Hands",Kettlebells,Beginner,"Standing straight with a kettlebell in one hand, lift the knee of one leg off the floor to knee height. | Bring the leg back to standing and repeat with the other leg, keeping the kettlebell on the same side. | Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-farmers-march-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-farmers-march-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/forearms/kettlebell-single-arm-farmers-march
Kettlebell Walking Farmers March,"Forearms, Hands",Kettlebells,Beginner,"Standing straight with kettlebells, start walking towards a set point. Pulling your knee up toward the ceiling. | Make sure to keep your chest tall and shoulder blades pulled back. | Try to keep your stride distance roughly the same.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-walking-farmers-march-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-walking-farmers-march-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/forearms/kettlebell-walking-farmers-march
Kettlebell Single Arm Calf Raise,Calves,Kettlebells,Novice,Stand tall with your feet on the ground. You can put the the balls of your feet on top of a plate to extend the range of motion. | Imagine you have a string attached to your heels and pull your heels up toward the ceiling.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-calf-raise-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-calf-raise-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/calves/kettlebell-single-arm-calf-raise
Kettlebell Goblet Calf Raise,Calves,Kettlebells,Novice,"Standing straight with a kettlebell in a goblet position, raise your heels upwards while keeping your knees stationary. | Pause when your heels are fully extended and then slowly return to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-goblet-calf-raise-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-goblet-calf-raise-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/calves/kettlebell-goblet-calf-raise
Kettlebell Single Leg Single Arm Calf Raise,Calves,Kettlebells,Beginner,"Standing straight with a kettlebell in one hand, lift the opposing foot off the floor. | Raise your heel upwards while keeping your knees stationary. | Pause when your heels are fully extended and then slowly return to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-leg-single-arm-calf-raise-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-leg-single-arm-calf-raise-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/calves/kettlebell-single-leg-single-arm-calf-raise
Kettlebell Single Arm Reverse Curl,"Biceps, Forearms",Kettlebells,Beginner,"Stand with feet hip-width apart. | Hold a kettlebell with palms facing down. | Lift kettlebell toward shoulders, squeezing biceps, then lower with control.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-reverse-curl-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-reverse-curl-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-reverse-curl
Kettlebell Upright Row Single,"Traps, Front Shoulders",Kettlebells,Beginner,"Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs. | Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight. | Lift the kettlebell upwards towards your chest and lower - repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-upright-row-single-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-upright-row-single-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lateral-deltoid/kettlebell-upright-row-single
